CaseID	weight2	contest_no	FeatEd	FeatGender	FeatCountry	FeatReason	FeatJob	FeatExp	FeatPlans	FeatTrips	FeatLang	Chosen_Immigrant	Support_Admission	Rating_Immigrant	W1_Q1	W1_Q2	W1_Q3	W1_Q4	W1_Q5	W1_Q6	W1_Q7	W1_Q8a	W1_Q8b	W2_Q16	ppage	ppeducat	ppethm	ppgender	ppincimp	ppstaten	Party_ID	Ideology	Panel_Tenure_Months	OCC_GA	OCC_WA	OCC_NU	OCC_CC	OCC_JA	OCC_CO	OCC_FA	OCC_RS	OCC_DR	OCC_CP	OCC_TE	FB09	fisexp1	fisexp2	censusgroup
455	0.5	5	5	2	7.0	2	7.0	2	3	3.0	4	1.0	0	3	3	4	2	5	10	20	70	80		5	30	4	1	1	16	14	6	3	40	0	0	0	0	0	0	0	1	0	0	0	0.09350198	2.0	2.0	
456	0.84	1	1	2	6.0	1	4.0	2	2	2.0	4	0.0	0	2	4	3	4	5	0	0	0	50		5	56	1	1	1	13	32	6	3	22	0	0	0	0	0	0	0	0	0	0	0	0.2089776	1.0	1.0	3.0
456	0.84	1	2	2	8.0	3	3.0	1	4	5.0	1	1.0	0	2	4	3	4	5	0	0	0	50		5	56	1	1	1	13	32	6	3	22	0	0	0	0	0	0	0	0	0	0	0	0.2089776	1.0	1.0	3.0
456	0.84	2	3	2	6.0	2	7.0	4	1	1.0	1	1.0	0	2	4	3	4	5	0	0	0	50		5	56	1	1	1	13	32	6	3	22	0	0	0	0	0	0	0	0	0	0	0	0.2089776	1.0	1.0	3.0
456	0.84	2	3	2	7.0	3	2.0	3	1	2.0	4	0.0	0	2	4	3	4	5	0	0	0	50		5	56	1	1	1	13	32	6	3	22	0	0	0	0	0	0	0	0	0	0	0	0.2089776	1.0	1.0	3.0
456	0.84	3	5	1	10.0	2	8.0	4	1	3.0	4	0.0	0	2	4	3	4	5	0	0	0	50		5	56	1	1	1	13	32	6	3	22	0	0	0	0	0	0	0	0	0	0	0	0.2089776	1.0	1.0	3.0
456	0.84	3	6	1	7.0	3	8.0	2	2	2.0	4	1.0	0	2	4	3	4	5	0	0	0	50		5	56	1	1	1	13	32	6	3	22	0	0	0	0	0	0	0	0	0	0	0	0.2089776	1.0	1.0	3.0
456	0.84	4	5	1	3.0	2	6.0	4	3	1.0	2	1.0	0	2	4	3	4	5	0	0	0	50		5	56	1	1	1	13	32	6	3	22	0	0	0	0	0	0	0	0	0	0	0	0.2089776	1.0	1.0	3.0
456	0.84	4	6	2	9.0	1	4.0	2	2	2.0	3	0.0	0	2	4	3	4	5	0	0	0	50		5	56	1	1	1	13	32	6	3	22	0	0	0	0	0	0	0	0	0	0	0	0.2089776	1.0	1.0	3.0
456	0.84	5	7	1	1.0	1	8.0	1	4	2.0	2	0.0	0	2	4	3	4	5	0	0	0	50		5	56	1	1	1	13	32	6	3	22	0	0	0	0	0	0	0	0	0	0	0	0.2089776	1.0	1.0	3.0
456	0.84	5	2	1	3.0	1	1.0	2	1	3.0	2	1.0	0	2	4	3	4	5	0	0	0	50		5	56	1	1	1	13	32	6	3	22	0	0	0	0	0	0	0	0	0	0	0	0.2089776	1.0	1.0	3.0
457	0.5	1	6	2	3.0	2	10.0	2	1	4.0	1	1.0	0	4	5	3	4	5	20	10	0	75		4	63	2	1	2	12	33	1	7	74	0	0	0	0	0	0	0	0	0	0	0	0.139584	1.0	1.0	3.0
457	0.5	1	3	2	2.0	1	3.0	2	3	5.0	4	0.0	0	1	5	3	4	5	20	10	0	75		4	63	2	1	2	12	33	1	7	74	0	0	0	0	0	0	0	0	0	0	0	0.139584	1.0	1.0	3.0
457	0.5	2	4	2	7.0	2	3.0	2	4	1.0	1	1.0	0	4	5	3	4	5	20	10	0	75		4	63	2	1	2	12	33	1	7	74	0	0	0	0	0	0	0	0	0	0	0	0.139584	1.0	1.0	3.0
457	0.5	2	2	2	8.0	2	7.0	1	1	1.0	4	0.0	0	3	5	3	4	5	20	10	0	75		4	63	2	1	2	12	33	1	7	74	0	0	0	0	0	0	0	0	0	0	0	0.139584	1.0	1.0	3.0
457	0.5	3	4	1	9.0	3	2.0	3	2	3.0	4	1.0	0	4	5	3	4	5	20	10	0	75		4	63	2	1	2	12	33	1	7	74	0	0	0	0	0	0	0	0	0	0	0	0.139584	1.0	1.0	3.0
457	0.5	3	5	1	2.0	1	6.0	4	4	1.0	4	0.0	0	4	5	3	4	5	20	10	0	75		4	63	2	1	2	12	33	1	7	74	0	0	0	0	0	0	0	0	0	0	0	0.139584	1.0	1.0	3.0
457	0.5	4	4	1	1.0	1	2.0	2	4	1.0	2	1.0	1	5	5	3	4	5	20	10	0	75		4	63	2	1	2	12	33	1	7	74	0	0	0	0	0	0	0	0	0	0	0	0.139584	1.0	1.0	3.0
457	0.5	4	6	2	10.0	1	1.0	4	1	4.0	4	0.0	0	2	5	3	4	5	20	10	0	75		4	63	2	1	2	12	33	1	7	74	0	0	0	0	0	0	0	0	0	0	0	0.139584	1.0	1.0	3.0
457	0.5	5	1	1	6.0	1	6.0	1	1	3.0	2	1.0	0	4	5	3	4	5	20	10	0	75		4	63	2	1	2	12	33	1	7	74	0	0	0	0	0	0	0	0	0	0	0	0.139584	1.0	1.0	3.0
457	0.5	5	5	2	10.0	1	9.0	2	4	2.0	4	0.0	0	3	5	3	4	5	20	10	0	75		4	63	2	1	2	12	33	1	7	74	0	0	0	0	0	0	0	0	0	0	0	0.139584	1.0	1.0	3.0
458	0.67	1	3	2	10.0	1	7.0	1	3	3.0	3	0.0	0	4	4	3	4	5	45	80	99	75		5	68	2	1	1	10	55	1	7	8	0	0	0	0	0	0	0	0	0	0	0	0.106848456	1.0	1.0	
458	0.67	1	3	1	3.0	1	3.0	3	1	5.0	1	1.0	1	6	4	3	4	5	45	80	99	75		5	68	2	1	1	10	55	1	7	8	0	0	0	0	0	0	0	0	0	0	0	0.106848456	1.0	1.0	
458	0.67	2	7	1	7.0	1	6.0	3	1	2.0	2	1.0	1	5	4	3	4	5	45	80	99	75		5	68	2	1	1	10	55	1	7	8	0	0	0	0	0	0	0	0	0	0	0	0.106848456	1.0	1.0	
458	0.67	2	2	1	6.0	2	7.0	2	4	1.0	3	0.0	0	3	4	3	4	5	45	80	99	75		5	68	2	1	1	10	55	1	7	8	0	0	0	0	0	0	0	0	0	0	0	0.106848456	1.0	1.0	
458	0.67	3	5	2	9.0	3	9.0	2	3	4.0	1	0.0	1	7	4	3	4	5	45	80	99	75		5	68	2	1	1	10	55	1	7	8	0	0	0	0	0	0	0	0	0	0	0	0.106848456	1.0	1.0	
458	0.67	3	2	1	8.0	3	1.0	2	3	3.0	1	1.0	1	6	4	3	4	5	45	80	99	75		5	68	2	1	1	10	55	1	7	8	0	0	0	0	0	0	0	0	0	0	0	0.106848456	1.0	1.0	
458	0.67	4	6	2	8.0	1	8.0	3	1	4.0	3	1.0	1	6	4	3	4	5	45	80	99	75		5	68	2	1	1	10	55	1	7	8	0	0	0	0	0	0	0	0	0	0	0	0.106848456	1.0	1.0	
458	0.67	4	7	1	2.0	1	9.0	3	1	2.0	2	0.0	0	4	4	3	4	5	45	80	99	75		5	68	2	1	1	10	55	1	7	8	0	0	0	0	0	0	0	0	0	0	0	0.106848456	1.0	1.0	
458	0.67	5	5	1	5.0	2	4.0	4	2	1.0	2	1.0	1	6	4	3	4	5	45	80	99	75		5	68	2	1	1	10	55	1	7	8	0	0	0	0	0	0	0	0	0	0	0	0.106848456	1.0	1.0	
458	0.67	5	4	2	5.0	2	6.0	1	2	2.0	1	0.0	0	3	4	3	4	5	45	80	99	75		5	68	2	1	1	10	55	1	7	8	0	0	0	0	0	0	0	0	0	0	0	0.106848456	1.0	1.0	
459	0.86	1	4	2	1.0	1	7.0	2	2	1.0	3	1.0	0	3	4	3	5	4	95	90	95		100	5	69	2	2	1	14	22	7	4	10	0	0	0	0	0	0	0	0	0	0	0	0.19315107	2.0	2.0	
459	0.86	1	5	1	1.0	2	3.0	1	3	1.0	1	0.0	1	5	4	3	5	4	95	90	95		100	5	69	2	2	1	14	22	7	4	10	0	0	0	0	0	0	0	0	0	0	0	0.19315107	2.0	2.0	
459	0.86	2	5	1	6.0	1	1.0	3	4	3.0	4	0.0	0	2	4	3	5	4	95	90	95		100	5	69	2	2	1	14	22	7	4	10	0	0	0	0	0	0	0	0	0	0	0	0.19315107	2.0	2.0	
459	0.86	2	6	2	1.0	1	2.0	2	2	5.0	2	1.0	0	1	4	3	5	4	95	90	95		100	5	69	2	2	1	14	22	7	4	10	0	0	0	0	0	0	0	0	0	0	0	0.19315107	2.0	2.0	
459	0.86	3	7	1	4.0	1	9.0	4	3	2.0	3	1.0	0	4	4	3	5	4	95	90	95		100	5	69	2	2	1	14	22	7	4	10	0	0	0	0	0	0	0	0	0	0	0	0.19315107	2.0	2.0	
459	0.86	3	5	1	3.0	1	5.0	1	3	5.0	2	0.0	0	2	4	3	5	4	95	90	95		100	5	69	2	2	1	14	22	7	4	10	0	0	0	0	0	0	0	0	0	0	0	0.19315107	2.0	2.0	
459	0.86	4	5	1	9.0	3	7.0	2	3	2.0	4	1.0	1	5	4	3	5	4	95	90	95		100	5	69	2	2	1	14	22	7	4	10	0	0	0	0	0	0	0	0	0	0	0	0.19315107	2.0	2.0	
459	0.86	4	6	1	4.0	1	5.0	2	4	1.0	1	0.0	0	3	4	3	5	4	95	90	95		100	5	69	2	2	1	14	22	7	4	10	0	0	0	0	0	0	0	0	0	0	0	0.19315107	2.0	2.0	
459	0.86	5	6	2	9.0	2	4.0	3	4	1.0	2	0.0	0	1	4	3	5	4	95	90	95		100	5	69	2	2	1	14	22	7	4	10	0	0	0	0	0	0	0	0	0	0	0	0.19315107	2.0	2.0	
459	0.86	5	7	2	7.0	1	3.0	3	4	3.0	2	1.0	0	1	4	3	5	4	95	90	95		100	5	69	2	2	1	14	22	7	4	10	0	0	0	0	0	0	0	0	0	0	0	0.19315107	2.0	2.0	
460	1.98	1	5	2	7.0	2	10.0	2	1	3.0	4	0.0	1	7	5	4	4	5	75	75	75	75		4	51	3	1	1	14	46	3	6	7	0	0	0	0	0	0	0	0	0	0	0	0.07049426	1.0	1.0	3.0
460	1.98	1	4	1	2.0	1	6.0	1	2	3.0	1	1.0	1	7	5	4	4	5	75	75	75	75		4	51	3	1	1	14	46	3	6	7	0	0	0	0	0	0	0	0	0	0	0	0.07049426	1.0	1.0	3.0
460	1.98	2	5	2	6.0	2	5.0	3	4	4.0	1	0.0	0	1	5	4	4	5	75	75	75	75		4	51	3	1	1	14	46	3	6	7	0	0	0	0	0	0	0	0	0	0	0	0.07049426	1.0	1.0	3.0
460	1.98	2	6	1	4.0	1	3.0	3	2	2.0	2	1.0	1	7	5	4	4	5	75	75	75	75		4	51	3	1	1	14	46	3	6	7	0	0	0	0	0	0	0	0	0	0	0	0.07049426	1.0	1.0	3.0
460	1.98	3	6	1	6.0	1	6.0	1	4	2.0	4	0.0	0	1	5	4	4	5	75	75	75	75		4	51	3	1	1	14	46	3	6	7	0	0	0	0	0	0	0	0	0	0	0	0.07049426	1.0	1.0	3.0
460	1.98	3	4	1	6.0	1	6.0	1	3	2.0	3	1.0	1	7	5	4	4	5	75	75	75	75		4	51	3	1	1	14	46	3	6	7	0	0	0	0	0	0	0	0	0	0	0	0.07049426	1.0	1.0	3.0
460	1.98	4	4	1	10.0	3	1.0	4	4	3.0	1	0.0	0	1	5	4	4	5	75	75	75	75		4	51	3	1	1	14	46	3	6	7	0	0	0	0	0	0	0	0	0	0	0	0.07049426	1.0	1.0	3.0
460	1.98	4	5	2	1.0	1	3.0	3	3	2.0	4	1.0	1	7	5	4	4	5	75	75	75	75		4	51	3	1	1	14	46	3	6	7	0	0	0	0	0	0	0	0	0	0	0	0.07049426	1.0	1.0	3.0
460	1.98	5	1	1	2.0	2	7.0	4	3	2.0	1	1.0	1	7	5	4	4	5	75	75	75	75		4	51	3	1	1	14	46	3	6	7	0	0	0	0	0	0	0	0	0	0	0	0.07049426	1.0	1.0	3.0
460	1.98	5	6	2	5.0	1	11.0	3	4	2.0	3	0.0	0	1	5	4	4	5	75	75	75	75		4	51	3	1	1	14	46	3	6	7	0	0	0	0	0	0	0	0	0	0	0	0.07049426	1.0	1.0	3.0
461	1.5	1	4	1	1.0	2	9.0	3	4	5.0	4	0.0	1	5	4	3	4	2	85	85	85	80		3	30	4	4	2	13	45	5	3	3	0	0	0	0	0	0	0	0	0	0	1	0.09350198	1.0	1.0	3.0
461	1.5	1	4	1	1.0	2	2.0	4	4	1.0	1	1.0	1	6	4	3	4	2	85	85	85	80		3	30	4	4	2	13	45	5	3	3	0	0	0	0	0	0	0	0	0	0	1	0.09350198	1.0	1.0	3.0
461	1.5	2	3	2	3.0	2	3.0	1	2	1.0	1	0.0	0	4	4	3	4	2	85	85	85	80		3	30	4	4	2	13	45	5	3	3	0	0	0	0	0	0	0	0	0	0	1	0.09350198	1.0	1.0	3.0
461	1.5	2	5	2	3.0	2	8.0	3	3	2.0	2	1.0	1	6	4	3	4	2	85	85	85	80		3	30	4	4	2	13	45	5	3	3	0	0	0	0	0	0	0	0	0	0	1	0.09350198	1.0	1.0	3.0
461	1.5	3	3	1	8.0	1	2.0	2	4	1.0	4	1.0	1	6	4	3	4	2	85	85	85	80		3	30	4	4	2	13	45	5	3	3	0	0	0	0	0	0	0	0	0	0	1	0.09350198	1.0	1.0	3.0
461	1.5	3	1	2	2.0	2	7.0	2	4	1.0	4	0.0	0	4	4	3	4	2	85	85	85	80		3	30	4	4	2	13	45	5	3	3	0	0	0	0	0	0	0	0	0	0	1	0.09350198	1.0	1.0	3.0
461	1.5	4	2	1	3.0	1	3.0	3	2	3.0	1	1.0	1	7	4	3	4	2	85	85	85	80		3	30	4	4	2	13	45	5	3	3	0	0	0	0	0	0	0	0	0	0	1	0.09350198	1.0	1.0	3.0
461	1.5	4	1	1	1.0	1	6.0	3	1	4.0	2	0.0	0	4	4	3	4	2	85	85	85	80		3	30	4	4	2	13	45	5	3	3	0	0	0	0	0	0	0	0	0	0	1	0.09350198	1.0	1.0	3.0
461	1.5	5	1	1	5.0	2	9.0	1	1	2.0	2	0.0	1	5	4	3	4	2	85	85	85	80		3	30	4	4	2	13	45	5	3	3	0	0	0	0	0	0	0	0	0	0	1	0.09350198	1.0	1.0	3.0
461	1.5	5	7	2	7.0	3	4.0	4	3	2.0	3	1.0	1	5	4	3	4	2	85	85	85	80		3	30	4	4	2	13	45	5	3	3	0	0	0	0	0	0	0	0	0	0	1	0.09350198	1.0	1.0	3.0
462	2.52	1	1	2	5.0	2	3.0	1	3	1.0	4	0.0	0	3	4	4	4	3	0	10	0	20		3	22	1	4	2	3	93	7	7	41	0	0	0	1	0	0	0	0	0	0	0		1.0	2.0	2.0
462	2.52	1	4	2	2.0	1	3.0	4	2	5.0	3	1.0	1	6	4	4	4	3	0	10	0	20		3	22	1	4	2	3	93	7	7	41	0	0	0	1	0	0	0	0	0	0	0		1.0	2.0	2.0
462	2.52	2	6	1	8.0	3	4.0	4	1	5.0	1	1.0	1	5	4	4	4	3	0	10	0	20		3	22	1	4	2	3	93	7	7	41	0	0	0	1	0	0	0	0	0	0	0		1.0	2.0	2.0
462	2.52	2	3	1	7.0	1	3.0	1	2	5.0	2	0.0	0	4	4	4	4	3	0	10	0	20		3	22	1	4	2	3	93	7	7	41	0	0	0	1	0	0	0	0	0	0	0		1.0	2.0	2.0
462	2.52	3	7	2	7.0	3	9.0	2	3	2.0	4	0.0	0	4	4	4	4	3	0	10	0	20		3	22	1	4	2	3	93	7	7	41	0	0	0	1	0	0	0	0	0	0	0		1.0	2.0	2.0
462	2.52	3	6	1	7.0	2	3.0	4	1	2.0	4	1.0	1	6	4	4	4	3	0	10	0	20		3	22	1	4	2	3	93	7	7	41	0	0	0	1	0	0	0	0	0	0	0		1.0	2.0	2.0
462	2.52	4	2	2	8.0	3	7.0	1	2	1.0	1	0.0	0	4	4	4	4	3	0	10	0	20		3	22	1	4	2	3	93	7	7	41	0	0	0	1	0	0	0	0	0	0	0		1.0	2.0	2.0
462	2.52	4	3	2	6.0	2	7.0	1	1	2.0	2	1.0	1	6	4	4	4	3	0	10	0	20		3	22	1	4	2	3	93	7	7	41	0	0	0	1	0	0	0	0	0	0	0		1.0	2.0	2.0
462	2.52	5	2	1	5.0	2	2.0	2	3	2.0	1	1.0	1	6	4	4	4	3	0	10	0	20		3	22	1	4	2	3	93	7	7	41	0	0	0	1	0	0	0	0	0	0	0		1.0	2.0	2.0
462	2.52	5	1	1	3.0	2	2.0	1	2	1.0	1	0.0	1	5	4	4	4	3	0	10	0	20		3	22	1	4	2	3	93	7	7	41	0	0	0	1	0	0	0	0	0	0	0		1.0	2.0	2.0
463	0.26	1	4	1	4.0	1	6.0	1	3	5.0	3	0.0	0	3	5	4	4	3	75	75	80	100		4	58	2	1	2	14	93	1	7	100	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	2.0	1.0
463	0.26	1	4	1	1.0	1	1.0	3	3	1.0	1	1.0	1	7	5	4	4	3	75	75	80	100		4	58	2	1	2	14	93	1	7	100	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	2.0	1.0
463	0.26	2	6	1	5.0	1	2.0	2	4	2.0	1	0.0	1	5	5	4	4	3	75	75	80	100		4	58	2	1	2	14	93	1	7	100	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	2.0	1.0
463	0.26	2	5	1	6.0	1	10.0	4	3	2.0	3	1.0	1	6	5	4	4	3	75	75	80	100		4	58	2	1	2	14	93	1	7	100	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	2.0	1.0
463	0.26	3	5	2	6.0	1	8.0	4	1	2.0	4	0.0	1	6	5	4	4	3	75	75	80	100		4	58	2	1	2	14	93	1	7	100	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	2.0	1.0
463	0.26	3	7	2	9.0	2	10.0	4	1	1.0	1	1.0	1	6	5	4	4	3	75	75	80	100		4	58	2	1	2	14	93	1	7	100	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	2.0	1.0
463	0.26	4	5	1	9.0	2	8.0	4	1	1.0	1	0.0	1	6	5	4	4	3	75	75	80	100		4	58	2	1	2	14	93	1	7	100	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	2.0	1.0
463	0.26	4	7	1	7.0	3	6.0	2	1	1.0	4	1.0	1	7	5	4	4	3	75	75	80	100		4	58	2	1	2	14	93	1	7	100	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	2.0	1.0
463	0.26	5	5	1	3.0	1	4.0	4	3	1.0	3	0.0	1	5	5	4	4	3	75	75	80	100		4	58	2	1	2	14	93	1	7	100	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	2.0	1.0
463	0.26	5	1	2	1.0	1	9.0	2	2	4.0	4	1.0	1	5	5	4	4	3	75	75	80	100		4	58	2	1	2	14	93	1	7	100	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	2.0	1.0
464	0.53	1	7	1	2.0	1	11.0	1	3	3.0	1	1.0	0	4	5	4	5	3	10	10	10	10		3	59	1	4	1	12	34	6	4	9	0	0	0	1	0	0	0	0	0	0	0	0.13556229	1.0	1.0	3.0
464	0.53	1	5	1	6.0	1	2.0	4	4	5.0	1	0.0	0	4	5	4	5	3	10	10	10	10		3	59	1	4	1	12	34	6	4	9	0	0	0	1	0	0	0	0	0	0	0	0.13556229	1.0	1.0	3.0
464	0.53	2	7	2	7.0	2	9.0	4	4	4.0	1	1.0	1	5	5	4	5	3	10	10	10	10		3	59	1	4	1	12	34	6	4	9	0	0	0	1	0	0	0	0	0	0	0	0.13556229	1.0	1.0	3.0
464	0.53	2	3	1	5.0	1	9.0	4	3	1.0	1	0.0	1	5	5	4	5	3	10	10	10	10		3	59	1	4	1	12	34	6	4	9	0	0	0	1	0	0	0	0	0	0	0	0.13556229	1.0	1.0	3.0
464	0.53	3	3	1	8.0	1	3.0	2	2	5.0	1	1.0	1	5	5	4	5	3	10	10	10	10		3	59	1	4	1	12	34	6	4	9	0	0	0	1	0	0	0	0	0	0	0	0.13556229	1.0	1.0	3.0
464	0.53	3	7	1	3.0	1	2.0	3	2	3.0	3	0.0	1	5	5	4	5	3	10	10	10	10		3	59	1	4	1	12	34	6	4	9	0	0	0	1	0	0	0	0	0	0	0	0.13556229	1.0	1.0	3.0
464	0.53	4	5	1	9.0	1	11.0	2	2	5.0	2	1.0	1	5	5	4	5	3	10	10	10	10		3	59	1	4	1	12	34	6	4	9	0	0	0	1	0	0	0	0	0	0	0	0.13556229	1.0	1.0	3.0
464	0.53	4	4	1	4.0	2	6.0	2	1	4.0	4	0.0	1	5	5	4	5	3	10	10	10	10		3	59	1	4	1	12	34	6	4	9	0	0	0	1	0	0	0	0	0	0	0	0.13556229	1.0	1.0	3.0
464	0.53	5	1	2	4.0	2	9.0	4	1	3.0	2	1.0	1	5	5	4	5	3	10	10	10	10		3	59	1	4	1	12	34	6	4	9	0	0	0	1	0	0	0	0	0	0	0	0.13556229	1.0	1.0	3.0
464	0.53	5	4	2	3.0	2	2.0	2	3	2.0	2	0.0	1	6	5	4	5	3	10	10	10	10		3	59	1	4	1	12	34	6	4	9	0	0	0	1	0	0	0	0	0	0	0	0.13556229	1.0	1.0	3.0
465	0.45	1	2	2	8.0	1	9.0	1	3	5.0	2	0.0	1	5	5	3	4	4	50	50	70	70		1	70	4	1	2	16	11	1	6	18	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	1.0	
465	0.45	1	6	1	9.0	2	9.0	1	4	4.0	2	1.0	1	7	5	3	4	4	50	50	70	70		1	70	4	1	2	16	11	1	6	18	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	1.0	
465	0.45	2	1	1	5.0	1	3.0	4	3	1.0	4	0.0	1	5	5	3	4	4	50	50	70	70		1	70	4	1	2	16	11	1	6	18	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	1.0	
465	0.45	2	3	1	8.0	1	1.0	4	1	4.0	3	1.0	1	7	5	3	4	4	50	50	70	70		1	70	4	1	2	16	11	1	6	18	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	1.0	
465	0.45	3	3	2	10.0	1	6.0	4	4	1.0	4	1.0	1	7	5	3	4	4	50	50	70	70		1	70	4	1	2	16	11	1	6	18	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	1.0	
465	0.45	3	5	1	5.0	2	2.0	4	3	2.0	4	0.0	1	5	5	3	4	4	50	50	70	70		1	70	4	1	2	16	11	1	6	18	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	1.0	
465	0.45	4	1	1	9.0	3	3.0	3	1	1.0	4	0.0	1	7	5	3	4	4	50	50	70	70		1	70	4	1	2	16	11	1	6	18	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	1.0	
465	0.45	4	6	2	5.0	1	1.0	1	1	4.0	3	1.0	0	4	5	3	4	4	50	50	70	70		1	70	4	1	2	16	11	1	6	18	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	1.0	
465	0.45	5	6	2	7.0	3	8.0	2	4	4.0	2	0.0	0	4	5	3	4	4	50	50	70	70		1	70	4	1	2	16	11	1	6	18	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	1.0	
465	0.45	5	7	1	6.0	1	9.0	3	2	5.0	1	1.0	1	7	5	3	4	4	50	50	70	70		1	70	4	1	2	16	11	1	6	18	0	0	0	0	0	0	0	0	0	0	0	0.09350198	1.0	1.0	
466	3.21	1	6	1	8.0	2	4.0	1	2	5.0	3	0.0	0	4	5	5	3	3	65	45	50		85	3	29	4	2	2	16	52	6	5	10	0	0	0	0	0	0	0	0	0	0	0	0.14417452	1.0	1.0	1.0
466	3.21	1	1	1	2.0	2	2.0	4	3	1.0	1	1.0	1	7	5	5	3	3	65	45	50		85	3	29	4	2	2	16	52	6	5	10	0	0	0	0	0	0	0	0	0	0	0	0.14417452	1.0	1.0	1.0
466	3.21	2	4	1	3.0	1	9.0	4	4	3.0	4	0.0	0	3	5	5	3	3	65	45	50		85	3	29	4	2	2	16	52	6	5	10	0	0	0	0	0	0	0	0	0	0	0	0.14417452	1.0	1.0	1.0
466	3.21	2	3	1	9.0	2	9.0	3	2	1.0	4	1.0	1	6	5	5	3	3	65	45	50		85	3	29	4	2	2	16	52	6	5	10	0	0	0	0	0	0	0	0	0	0	0	0.14417452	1.0	1.0	1.0
466	3.21	3	2	1	3.0	1	9.0	2	2	2.0	4	1.0	1	6	5	5	3	3	65	45	50		85	3	29	4	2	2	16	52	6	5	10	0	0	0	0	0	0	0	0	0	0	0	0.14417452	1.0	1.0	1.0
466	3.21	3	3	2	1.0	2	2.0	1	4	3.0	3	0.0	0	3	5	5	3	3	65	45	50		85	3	29	4	2	2	16	52	6	5	10	0	0	0	0	0	0	0	0	0	0	0	0.14417452	1.0	1.0	1.0
466	3.21	4	2	2	7.0	3	2.0	4	2	1.0	4	1.0	1	6	5	5	3	3	65	45	50		85	3	29	4	2	2	16	52	6	5	10	0	0	0	0	0	0	0	0	0	0	0	0.14417452	1.0	1.0	1.0
466	3.21	4	5	2	1.0	1	4.0	3	4	2.0	2	0.0	0	2	5	5	3	3	65	45	50		85	3	29	4	2	2	16	52	6	5	10	0	0	0	0	0	0	0	0	0	0	0	0.14417452	1.0	1.0	1.0
466	3.21	5	4	1	7.0	2	1.0	4	3	3.0	2	0.0	1	5	5	5	3	3	65	45	50		85	3	29	4	2	2	16	52	6	5	10	0	0	0	0	0	0	0	0	0	0	0	0.14417452	1.0	1.0	1.0
466	3.21	5	2	1	2.0	2	3.0	3	2	1.0	2	1.0	1	7	5	5	3	3	65	45	50		85	3	29	4	2	2	16	52	6	5	10	0	0	0	0	0	0	0	0	0	0	0	0.14417452	1.0	1.0	1.0
467	0.78	1	5	2	7.0	2	9.0	4	1	1.0	4	0.0	0	2	4	2	3	2	50	50	50	50		5	60	1	1	2	9	62	3	6	5	0	0	0	0	0	0	0	0	0	0	0		1.0	1.0	3.0
467	0.78	1	4	1	4.0	1	6.0	2	1	5.0	2	1.0	0	3	4	2	3	2	50	50	50	50		5	60	1	1	2	9	62	3	6	5	0	0	0	0	0	0	0	0	0	0	0		1.0	1.0	3.0
467	0.78	2	6	2	10.0	3	8.0	4	4	2.0	2	0.0	0	1	4	2	3	2	50	50	50	50		5	60	1	1	2	9	62	3	6	5	0	0	0	0	0	0	0	0	0	0	0		1.0	1.0	3.0
467	0.78	2	6	1	9.0	2	11.0	2	1	4.0	3	1.0	0	2	4	2	3	2	50	50	50	50		5	60	1	1	2	9	62	3	6	5	0	0	0	0	0	0	0	0	0	0	0		1.0	1.0	3.0
467	0.78	3	4	1	1.0	1	3.0	2	4	2.0	3	0.0	0	1	4	2	3	2	50	50	50	50		5	60	1	1	2	9	62	3	6	5	0	0	0	0	0	0	0	0	0	0	0		1.0	1.0	3.0
467	0.78	3	3	2	3.0	2	3.0	3	1	2.0	4	1.0	0	2	4	2	3	2	50	50	50	50		5	60	1	1	2	9	62	3	6	5	0	0	0	0	0	0	0	0	0	0	0		1.0	1.0	3.0
467	0.78	4	3	1	1.0	2	2.0	1	2	4.0	3	0.0	0	1	4	2	3	2	50	50	50	50		5	60	1	1	2	9	62	3	6	5	0	0	0	0	0	0	0	0	0	0	0		1.0	1.0	3.0
467	0.78	4	4	1	4.0	1	2.0	2	2	2.0	3	1.0	0	1	4	2	3	2	50	50	50	50		5	60	1	1	2	9	62	3	6	5	0	0	0	0	0	0	0	0	0	0	0		1.0	1.0	3.0
